name,state,circuit,lang
Lebanon - NJ,New Jersey,,en
Lumberton - NJ,New Jersey,,en
Magnolia Haitian Creole - Elizabeth NJ,New Jersey,,ht
Malaga Spanish - Vineland NJ,New Jersey,,es
Mantua - NJ,New Jersey,,en
Meadowlands Spanish - East Rutherford NJ,New Jersey,,es
Millville - NJ,New Jersey,,en
Morris Mandarin Chinese - Towaco NJ,New Jersey,,ch
Mount Ephraim - Camden NJ,New Jersey,,en
Mount Ephraim Spanish - Camden NJ,New Jersey,,es
Mount Hope Spanish - Dover NJ,New Jersey,,es
New Egypt - NJ,New Jersey,,en
Newfield - NJ,New Jersey,,en
Newton - NJ,New Jersey,,en
North - Irvington NJ,New Jersey,,en
North - Jersey City NJ,New Jersey,,en
North - Montclair NJ,New Jersey,,en
North - Orange NJ,New Jersey,,en
North - Willingboro NJ,New Jersey,,en
North English - Elizabeth NJ,New Jersey,,en
North English - Newark NJ,New Jersey,,en
North French - Newark NJ,New Jersey,,fr
North Haitian Creole - Hillside NJ,New Jersey,,ht
North Hudson Spanish - North Bergen NJ,New Jersey,,es
North Spanish - Camden NJ,New Jersey,,es
North Spanish - Cape May NJ,New Jersey,,es
North Spanish - Elizabeth NJ,New Jersey,,es
North Spanish - Passaic NJ,New Jersey,,es
North Spanish - Paterson NJ,New Jersey,,es
North Spanish - Perth Amboy NJ,New Jersey,,es
North Spanish - Union City NJ,New Jersey,,es
Northeast Spanish - Union City NJ,New Jersey,,es
Northern Valley - Closter NJ,New Jersey,,en
Northwest Spanish - Union City NJ,New Jersey,,es
Nottingham - Trenton NJ,New Jersey,,en
Nutley - NJ,New Jersey,,en
Oraton - East Orange NJ,New Jersey,,en
Paramus - NJ,New Jersey,,en
Pascack Valley - Emerson NJ,New Jersey,,en
Pemberton - NJ,New Jersey,,en
Pine Hill - NJ,New Jersey,,en
Portuguese - Elizabeth NJ,New Jersey,,pt
Portuguese - Newark NJ,New Jersey,,pt
Portuguese - Springfield NJ,New Jersey,,pt
Randolph - NJ,New Jersey,,en
Ringwood - NJ,New Jersey,,en
Roselle - NJ,New Jersey,,en
Roselle Park - NJ,New Jersey,,en
Russian - Springfield NJ,New Jersey,,ru
Saddle River Park - Saddle Brook NJ,New Jersey,,en
Salem - NJ,New Jersey,,en
Sicklerville - NJ,New Jersey,,en
Sign Language - Jersey City NJ,New Jersey,,ase
South - Irvington NJ,New Jersey,,en
South - Montclair NJ,New Jersey,,en
South - Orange NJ,New Jersey,,en
South - Paterson NJ,New Jersey,,en
South - Teaneck NJ,New Jersey,,en
South English - Elizabeth NJ,New Jersey,,en
South Haitian Creole - Williamstown NJ,New Jersey,,ht
South Spanish - Elizabeth NJ,New Jersey,,es
South Spanish - Newark NJ,New Jersey,,es
South Spanish - Paterson NJ,New Jersey,,es
South Spanish - Perth Amboy NJ,New Jersey,,es
South Spanish - Union City NJ,New Jersey,,es
Spanish - Bayonne NJ,New Jersey,,es
Spanish - Bridgeton NJ,New Jersey,,es
Spanish - Closter NJ,New Jersey,,es
Spanish - Cranford NJ,New Jersey,,es
Spanish - Dover NJ,New Jersey,,es
Spanish - Englewood NJ,New Jersey,,es
Spanish - Garfield NJ,New Jersey,,es
Spanish - Guttenberg NJ,New Jersey,,es
Spanish - Hackettstown NJ,New Jersey,,es
Spanish - Hammonton NJ,New Jersey,,es
Spanish - Hillside NJ,New Jersey,,es
Spanish - Hoboken NJ,New Jersey,,es
Spanish - Lyndhurst NJ,New Jersey,,es
Spanish - Montclair NJ,New Jersey,,es
Spanish - Moorestown NJ,New Jersey,,es
Spanish - Morristown NJ,New Jersey,,es
Spanish - Mount Holly NJ,New Jersey,,es
Spanish - Orange NJ,New Jersey,,es
Spanish - Rahway NJ,New Jersey,,es
Spanish - Somerdale NJ,New Jersey,,es
Spanish - Toms River NJ,New Jersey,,es
Spanish - West New York NJ,New Jersey,,es
Springfield Ga - Newark NJ,New Jersey,,ga
Stanhope - NJ,New Jersey,,en
Strawbridge Lake Park Tagalog - Moorestown NJ,New Jersey,,tl
Sussex - NJ,New Jersey,,en
Towaco - NJ,New Jersey,,en
Turnersville - NJ,New Jersey,,en
Twi - Newark NJ,New Jersey,,tw
Union - NJ,New Jersey,,en
Uptown Spanish - Jersey City NJ,New Jersey,,es
Vailsburg - Newark NJ,New Jersey,,en
Vernon - NJ,New Jersey,,en
Weequahic - Newark NJ,New Jersey,,en
West - Hackensack NJ,New Jersey,,en
West - Passaic NJ,New Jersey,,en
West - Paterson NJ,New Jersey,,en
West - Toms River NJ,New Jersey,,en
West - Willingboro NJ,New Jersey,,en
West English - Newark NJ,New Jersey,,en
West Hudson Portuguese - Lyndhurst NJ,New Jersey,,pt
West Milford - NJ,New Jersey,,en
West Spanish - Elizabeth NJ,New Jersey,,es
West Spanish - Hackensack NJ,New Jersey,,es
West Spanish - Jersey City NJ,New Jersey,,es
West Spanish - Newark NJ,New Jersey,,es
West Spanish - North Bergen NJ,New Jersey,,es
West Spanish - Paterson NJ,New Jersey,,es
West Spanish - Perth Amboy NJ,New Jersey,,es
West Spanish - Teaneck NJ,New Jersey,,es
Westfield - Camden NJ,New Jersey,,en
Williamstown - NJ,New Jersey,,en
Woodland - Newark NJ,New Jersey,,en
Wyckoff - NJ,New Jersey,,en
Adams - NY,New York,,en
Addisleigh Park - New York NY,New York,,en
Adelphi Spanish - New York NY,New York,,es
Albany Haitian Creole - New York NY,New York,,ht
Albemarle Haitian Creole - New York NY,New York,,ht
Alcott - New York NY,New York,,en
Allerton - New York NY,New York,,en
Amherst - NY,New York,,en
Amityville - NY,New York,,en
Amsterdam - NY,New York,,en
Amsterdam - New York NY,New York,,en
Arcade - NY,New York,,en
Arden Valley - Monroe NY,New York,,en
Arlington - Poughkeepsie NY,New York,,en
Arnett - Rochester NY,New York,,en
Ashokan - Shokan NY,New York,,en
Astoria English - New York NY,New York,,en
Astoria Spanish - New York NY,New York,,es
Astoria Thai - New York NY,New York,,th
Atlantic Spanish - New York NY,New York,,es
Au Sable Valley - NY,New York,,en
Auburn - NY,New York,,en
Audubon Spanish - New York NY,New York,,es
Averill Park - NY,New York,,en
Avon - NY,New York,,en
Babylon - NY,New York,,en
Bainbridge Spanish - New York NY,New York,,es
Baisley Park - New York NY,New York,,en
Baldwin Jamaican Creole - Baldwin NY,New York,,jam
Ballston Spa - NY,New York,,en
Batavia - NY,New York,,en
Bath - NY,New York,,en
Bay Ridge English - New York NY,New York,,en
Bay Ridge Spanish - New York NY,New York,,es
Bayside English - New York NY,New York,,en
Bedford Park Spanish - New York NY,New York,,es
Bedford Spanish - New York NY,New York,,es
Bellmore - NY,New York,,en
Bellport - NY,New York,,en
Belmont Twi - New York NY,New York,,tw
Bensonhurst English - New York NY,New York,,en
Bensonhurst Georgian - New York NY,New York,,ka
Bensonhurst Russian - New York NY,New York,,ru
Bethlehem - NY,New York,,en
Bethpage - NY,New York,,en
Beverly Haitian Creole - New York NY,New York,,ht
Black River - NY,New York,,en
Black Rock Forest - Cornwall NY,New York,,en
Bleecker Spanish - New York NY,New York,,es
Blue Creek - Cortland NY,New York,,en
Bradhurst - New York NY,New York,,en
Bradhurst Spanish - New York NY,New York,,es
Brewster Hill Spanish - Brewster NY,New York,,es
Broadway English - New York NY,New York,,en
Bronx Center - New York NY,New York,,en
Bronx Concourse French - New York NY,New York,,fr
Bronx Park - New York NY,New York,,en
Bronx River Jamaican Creole - New York NY,New York,,jam
Bronx Sign Language - New York NY,New York,,ase
Bronx Spanish - New York NY,New York,,es
Bronx Twi - New York NY,New York,,tw
Bronxwood Jamaican Creole - New York NY,New York,,jam
Bronxwood Spanish - New York NY,New York,,es
Brooklyn Center - New York NY,New York,,en
Brooklyn Mandarin Chinese - New York NY,New York,,ch
Brooklyn Sign Language - New York NY,New York,,ase
Brookside - Uniondale NY,New York,,en
Bruckner English - New York NY,New York,,en
Bruckner Spanish - New York NY,New York,,es
Bushwick English - New York NY,New York,,en
Bushwick Spanish - New York NY,New York,,es
Cairo - NY,New York,,en
Cambria Heights - New York NY,New York,,en
Cambridge - NY,New York,,en
Canandaigua - NY,New York,,en
Canarsie English - New York NY,New York,,en
Canarsie Haitian Creole - New York NY,New York,,ht
Canisteo - NY,New York,,en
Carmel - NY,New York,,en
Castle Hill - New York NY,New York,,en
Catskill - NY,New York,,en
Centereach - NY,New York,,en
Central - Buffalo NY,New York,,en
Central - Hempstead NY,New York,,en
Central - Hinsdale NY,New York,,en
Central - Poughkeepsie NY,New York,,en
Central - Utica NY,New York,,en
Central - Yonkers NY,New York,,en
Central Concourse - New York NY,New York,,en
Central Haitian Creole - Spring Valley NY,New York,,ht
Central Haitian Creole - Uniondale NY,New York,,ht
Central Mandarin Chinese - White Plains NY,New York,,ch
Central Spanish - Brentwood NY,New York,,es
Central Square - NY,New York,,en
Central Swahili - Syracuse NY,New York,,sw
Central Tagalog - White Plains NY,New York,,tl
Cheektowaga - Buffalo NY,New York,,en
Chelsea Spanish - New York NY,New York,,es
Cherry Lane Korean - Airmont NY,New York,,ko
Cherry Lane Tagalog - Airmont NY,New York,,tl
Chester - NY,New York,,en
Circleville - NY,New York,,en
Claremont Park - New York NY,New York,,en
Clason Point - New York NY,New York,,en
Clifton Park - NY,New York,,en
Clinton - New York NY,New York,,en
Co-op City - New York NY,New York,,en
Cobleskill - NY,New York,,en
Coes Neck Park - Uniondale NY,New York,,en
Cold Spring Harbor - NY,New York,,en
College Point Spanish - New York NY,New York,,es
Colonial - New York NY,New York,,en
Colonie - NY,New York,,en
Columbia - New York NY,New York,,en
Conewango - NY,New York,,en
Corning - NY,New York,,en
Corona English - New York NY,New York,,en
Corona Spanish - New York NY,New York,,es
Courtlandt - New York NY,New York,,en
Crotona Park Ga - New York NY,New York,,ga
Crown Heights - New York NY,New York,,en
Cumberland - New York NY,New York,,en
Cunningham Park - New York NY,New York,,en
Cypress Hills - New York NY,New York,,en
Cypress Spanish - New York NY,New York,,es
Dansville - NY,New York,,en
Deer Park Avenue Twi - Deer Park NY,New York,,tw
Delavan - Buffalo NY,New York,,en
Depew - Buffalo NY,New York,,en
Deposit - NY,New York,,en
Ditmas Park - New York NY,New York,,en
Dix Hills - NY,New York,,en
Dobbs Ferry - NY,New York,,en
Dolgeville - NY,New York,,en
Dorchester - New York NY,New York,,en
Dover Plains - NY,New York,,en
Duanesburg - NY,New York,,en
Dyckman Spanish - New York NY,New York,,es
East - Beacon NY,New York,,en
East - Bloomingburg NY,New York,,en
East - Jamestown NY,New York,,en
East - Norwich NY,New York,,en
East - Patchogue NY,New York,,en
East - Poughkeepsie NY,New York,,en
East - Saratoga Springs NY,New York,,en
East - Syracuse NY,New York,,en
East - Wappingers Falls NY,New York,,en
East - White Plains NY,New York,,en
East Aurora - NY,New York,,en
East Bronx - New York NY,New York,,en
East Central Park Spanish - New York NY,New York,,es
East Elmhurst - New York NY,New York,,en
East Elmhurst Spanish - New York NY,New York,,es
East Flatbush Jamaican Creole - New York NY,New York,,jam
East Gun Hill - New York NY,New York,,en
East Harlem - New York NY,New York,,en
East Karen (S'gaw) - Utica NY,New York,,ksw
East Manhattan English - New York NY,New York,,en
East Manhattan Spanish - New York NY,New York,,es
East Meadow - Hempstead NY,New York,,en
East New York - New York NY,New York,,en
East Spanish - Rochester NY,New York,,es
East Spanish - White Plains NY,New York,,es
East Suffolk Haitian Creole - Central Islip NY,New York,,ht
East Tremont Spanish - New York NY,New York,,es
Eastern Parkway - New York NY,New York,,en
Eastport - NY,New York,,en
Ebbets Field - New York NY,New York,,en
Edenwald - New York NY,New York,,en
Eggert - Buffalo NY,New York,,en
Ellenville - NY,New York,,en
Ellison Park - Rochester NY,New York,,en
Elmhurst Mandarin Chinese - New York NY,New York,,ch
Elmhurst Spanish - New York NY,New York,,es
Elmira - NY,New York,,en
Elmont Spanish - New York NY,New York,,es
Eltingville - New York NY,New York,,en
English - Albion NY,New York,,en
English - Cedarhurst NY,New York,,en
English - Central Islip NY,New York,,en
English - Copiague NY,New York,,en
English - Dunkirk NY,New York,,en
English - Farmingdale NY,New York,,en
English - Floral Park NY,New York,,en
English - Glen Cove NY,New York,,en
English - Haverstraw NY,New York,,en
English - Mastic Beach NY,New York,,en
English - Monticello NY,New York,,en
English - Mount Sinai NY,New York,,en
English - New Rochelle NY,New York,,en
English - Nyack NY,New York,,en
English - Ossining NY,New York,,en
English - Pawling NY,New York,,en
English - Pine Bush NY,New York,,en
English - Port Chester NY,New York,,en
English - Port Washington NY,New York,,en
English - Rockville Centre NY,New York,,en
English - Waterloo NY,New York,,en
English - Westbury NY,New York,,en
English - Whitehall NY,New York,,en
English - Wyandanch NY,New York,,en
Far Rockaway English - New York NY,New York,,en
Far Rockaway Haitian Creole - New York NY,New York,,ht
Far Rockaway Spanish - New York NY,New York,,es
Farmers Boulevard - New York NY,New York,,en
Findlay Spanish - New York NY,New York,,es
Finger Lakes Pennsylvania German - Penn Yan NY,New York,,pdc
Fishkill - NY,New York,,en
Flatbush English - New York NY,New York,,en
Flatbush Haitian Creole - New York NY,New York,,ht
Flatbush Spanish - New York NY,New York,,es
Flushing Cantonese Chinese - New York NY,New York,,yue
Flushing English - New York NY,New York,,en
Flushing Korean - New York NY,New York,,ko
Flushing Spanish - New York NY,New York,,es
Foch - New York NY,New York,,en
Fordham Heights - New York NY,New York,,en
Fordham Spanish - New York NY,New York,,es
Forest - New York NY,New York,,en
Forest Hills Spanish - New York NY,New York,,es
Forest Park Spanish - New York NY,New York,,es
Fort Hamilton Spanish - New York NY,New York,,es
Fort Plain - NY,New York,,en
Foster - New York NY,New York,,en
Fostertown - Newburgh NY,New York,,en
Franklin - New York NY,New York,,en
Fresh Pond - New York NY,New York,,en
Fulton - NY,New York,,en
Fulton Spanish - New York NY,New York,,es
Genesee Valley - Rochester NY,New York,,en
Getty Square Spanish - Yonkers NY,New York,,es
Glen Falls - Williamsville NY,New York,,en
Glendale - New York NY,New York,,en
Glenmere Lake - Florida NY,New York,,en
Glens Falls - NY,New York,,en
Gloversville - NY,New York,,en
Gowanus - New York NY,New York,,en
Gramatan Jamaican Creole - Mount Vernon NY,New York,,jam
Grandview - New York NY,New York,,en
Greece - Rochester NY,New York,,en
Greek - New York NY,New York,,el
Greenburgh - White Plains NY,New York,,en
Greenpoint Spanish - New York NY,New York,,es
Greenville - NY,New York,,en
Greenwood Spanish - New York NY,New York,,es
Greystone Spanish - Yonkers NY,New York,,es
Haitian Creole - Nyack NY,New York,,ht
Hamburg - NY,New York,,en
Hamden - NY,New York,,en
Hamilton - NY,New York,,en
Hamilton Spanish - New York NY,New York,,es
Hamlin - NY,New York,,en
Harlem Heights - New York NY,New York,,en
Havemeyer - New York NY,New York,,en
Hawks Nest - Port Jervis NY,New York,,en
Hempstead Lake Haitian Creole - West Hempstead NY,New York,,ht
Hempstead Lake Tagalog - West Hempstead NY,New York,,tl
Henrietta - NY,New York,,en
Heritage Trail - Middletown NY,New York,,en
Herkimer - NY,New York,,en
High Bridge - New York NY,New York,,en
Highland - NY,New York,,en
Hillside English - New York NY,New York,,en
Hindi - New York NY,New York,,hi
Hollis - New York NY,New York,,en
Holliswood Gardens - New York NY,New York,,en
Hook Creek - New York NY,New York,,en
Hopewell Junction - NY,New York,,en
Horseheads - NY,New York,,en
Hudson - NY,New York,,en
Hudson Hills Albanian - Ossining NY,New York,,sq
Hudson Valley Haitian Creole - Newburgh NY,New York,,ht
Hudson Valley Sign Language - Middletown NY,New York,,ase
Hudson View - Kingston NY,New York,,en
Hudson View Spanish - New York NY,New York,,es
Hunts Point - New York NY,New York,,en
Hyde Park - NY,New York,,en
Interborough - New York NY,New York,,en
Intervale Spanish - New York NY,New York,,es
Irondequoit - NY,New York,,en
Islip - NY,New York,,en
Italian - Yonkers NY,New York,,it
Ithaca - NY,New York,,en
Jamaica English - New York NY,New York,,en
Jamaica French - New York NY,New York,,fr
Jamaica Spanish - New York NY,New York,,es
Japanese - New Rochelle NY,New York,,ja
Jefferson English - New York NY,New York,,en
Jefferson Spanish - New York NY,New York,,es
Jerome Spanish - New York NY,New York,,es
Johnson City - NY,New York,,en
Johnstown - NY,New York,,en
Kenmore - Buffalo NY,New York,,en
Kensington - New York NY,New York,,en
Kerhonkson - NY,New York,,en
Kings Highway English - New York NY,New York,,en
Kings Highway Ukrainian - New York NY,New York,,uk
Kingsbridge Spanish - New York NY,New York,,es
Kingston Haitian Creole - New York NY,New York,,ht
Kissena Park English - New York NY,New York,,en
Kissena Park Spanish - New York NY,New York,,es
Korean - New Rochelle NY,New York,,ko
La Guardia Spanish - New York NY,New York,,es
La Salle - Niagara Falls NY,New York,,en
Laconia Spanish - New York NY,New York,,es
Lafayette English - New York NY,New York,,en
Lafayette Spanish - Airmont NY,New York,,es
Lafayette Spanish - New York NY,New York,,es
Lake Ronkonkoma - NY,New York,,en
Lakeshore - Rochester NY,New York,,en
Lakeview - Syracuse NY,New York,,en
Lakewood - New York NY,New York,,en
Lancaster - NY,New York,,en
Latham - NY,New York,,en
Laurelton - New York NY,New York,,en
Lewisboro - NY,New York,,en
Liberty - NY,New York,,en
Liberty - New York NY,New York,,en
Lincoln Park Spanish - Yonkers NY,New York,,es
Linden Haitian Creole - New York NY,New York,,ht
Linden Spanish - New York NY,New York,,es
Lindenhurst - NY,New York,,en
Liverpool - NY,New York,,en
Locust Manor Jamaican Creole - New York NY,New York,,jam
Long Island City English - New York NY,New York,,en
Long Island City Spanish - New York NY,New York,,es
Long Island Mandarin Chinese - Westbury NY,New York,,ch
Lower Harlem - New York NY,New York,,en
Lower Manhattan English - New York NY,New York,,en
Malone - NY,New York,,en
Manhattan Haitian Creole - New York NY,New York,,ht
Manhattan Russian - New York NY,New York,,ru
Manhattan Sign Language - New York NY,New York,,ase
Manhattan Spanish - New York NY,New York,,es
Manhattanville - New York NY,New York,,en
Manorville - NY,New York,,en
Maplewood Park - Rochester NY,New York,,en
Marcy Spanish - New York NY,New York,,es
Mariner's Harbor - New York NY,New York,,en
Massena - NY,New York,,en
Masten Park - Buffalo NY,New York,,en
Mastic - NY,New York,,en
Meadowbrook - New Windsor NY,New York,,en
Meadowbrook - Uniondale NY,New York,,en
Metropolitan - New York NY,New York,,en
Mid-Hudson Russian - Hopewell Junction NY,New York,,ru
Mid-Island - New York NY,New York,,en
Middleport - NY,New York,,en
Midtown Spanish - New York NY,New York,,es
Midwood English - New York NY,New York,,en
Mill Basin English - New York NY,New York,,en
Mill Basin Haitian Creole - New York NY,New York,,ht
Milton - NY,New York,,en
Minnewaska - Pine Bush NY,New York,,en
Monroe - Rochester NY,New York,,en
Montgomery - NY,New York,,en
Morris Heights - New York NY,New York,,en
Mount Hope - Middletown NY,New York,,en
Mountain Lakes - Warwick NY,New York,,en
Murdock - New York NY,New York,,en
Nagle Spanish - New York NY,New York,,es
National Street Spanish - New York NY,New York,,es
New Hyde Park - NY,New York,,en
New Paltz - NY,New York,,en
New Springville - New York NY,New York,,en
Newark - NY,New York,,en
Niagara Spanish - Buffalo NY,New York,,es
North - Albany NY,New York,,en
North - Binghamton NY,New York,,en
North - Coram NY,New York,,en
North - Fairport NY,New York,,en
North - Oneonta NY,New York,,en
North - Peekskill NY,New York,,en
North - Riverhead NY,New York,,en
North - Rome NY,New York,,en
North - Schenectady NY,New York,,en
North - Troy NY,New York,,en
North - Yonkers NY,New York,,en
North Bronx - New York NY,New York,,en
North Brooklyn French - New York NY,New York,,fr
North English - Middletown NY,New York,,en
North Flushing Mandarin Chinese - New York NY,New York,,ch
North Spanish - Middletown NY,New York,,es
North Spanish - Newburgh NY,New York,,es
North Syracuse - NY,New York,,en
North Tonawanda - NY,New York,,en
North Valley Stream - New York NY,New York,,en
Northern Boulevard Spanish - New York NY,New York,,es
Northport - NY,New York,,en
Northwest - Niagara Falls NY,New York,,en
Oneida - NY,New York,,en
Onondaga Hill - Syracuse NY,New York,,en
Orange Lake Spanish - Newburgh NY,New York,,es
Orchard Park - NY,New York,,en
Orchard Valley - Warwick NY,New York,,en
Otter Kill Creek - Washingtonville NY,New York,,en
Ozone Park English - New York NY,New York,,en
Ozone Park Spanish - New York NY,New York,,es
Paris Hill - Utica NY,New York,,en
Park Circle - New York NY,New York,,en
Park Hill Spanish - Yonkers NY,New York,,es
Parkchester - New York NY,New York,,en
Parkside - New York NY,New York,,en
Parkside Haitian Creole - Mount Vernon NY,New York,,ht
Parkview - New York NY,New York,,en
Parkway - Rochester NY,New York,,en
Parsons Spanish - New York NY,New York,,es
Patterson - NY,New York,,en
Pelham Parkway Spanish - New York NY,New York,,es
Penn Yan - NY,New York,,en
Pennsylvania English - New York NY,New York,,en
Pennsylvania Spanish - New York NY,New York,,es
Pittsford - NY,New York,,en
Plattsburgh - NY,New York,,en
Pleasant Valley - NY,New York,,en
Plum Point - New Windsor NY,New York,,en
Polish - New York NY,New York,,pl
Port Jefferson - NY,New York,,en
Port Jervis - NY,New York,,en
Port Richmond English - New York NY,New York,,en
Port Richmond Spanish - New York NY,New York,,es
Portuguese - New York NY,New York,,pt
Potsdam - NY,New York,,en
Prospect Spanish - New York NY,New York,,es
Putnam Lake Tagalog - Brewster NY,New York,,tl
Queens Plaza - New York NY,New York,,en
Queens Russian - New York NY,New York,,ru
Queens Sign Language - New York NY,New York,,ase
Queens Spanish - New York NY,New York,,es
Queens Tagalog - New York NY,New York,,tl
Queens Twi - New York NY,New York,,tw
Queens Village English - New York NY,New York,,en
Queens Village Haitian Creole - New York NY,New York,,ht
Queens Village Spanish - New York NY,New York,,es
Ransomville - NY,New York,,en
Red Hook - NY,New York,,en
Remsen - New York NY,New York,,en
Remsen Haitian Creole - New York NY,New York,,ht
Rensselaer - NY,New York,,en
Rhinebeck - NY,New York,,en
Rhinelander - New York NY,New York,,en
Richmond Hill Punjabi - New York NY,New York,,pa
Richmond Hill Spanish - New York NY,New York,,es
Ridgeway - Rochester NY,New York,,en
Ridgewood English - New York NY,New York,,en
Ridgewood Spanish - New York NY,New York,,es
River View - Newburgh NY,New York,,en
Riverdale Twi - Yonkers NY,New York,,tw
Riverside - Utica NY,New York,,en
Riverside Park - Port Jervis NY,New York,,en
Riverside Spanish - Highland NY,New York,,es
Rochester - New York NY,New York,,en
Rock Glen - NY,New York,,en
Rockaway Beach - New York NY,New York,,en
Rockaway Boulevard - New York NY,New York,,en
Rosedale English - New York NY,New York,,en
Round Hill - Chester NY,New York,,en
Russian - New Rochelle NY,New York,,ru
Russian - Nyack NY,New York,,ru
Russian - Rochester NY,New York,,ru
Ryerson Spanish - Warwick NY,New York,,es
Saint Albans English - New York NY,New York,,en
Salamanca - NY,New York,,en
Saranac Lake - NY,New York,,en
Saratoga - New York NY,New York,,en
Saugerties - NY,New York,,en
Scarsdale - NY,New York,,en
Schodack - NY,New York,,en
Sedgwick Spanish - New York NY,New York,,es
Seton Falls - New York NY,New York,,en
Seven Lakes - Monroe NY,New York,,en
Sheffield - New York NY,New York,,en
Sigel Park - New York NY,New York,,en
Sign Language - Albany NY,New York,,ase
Sign Language - Rochester NY,New York,,ase
Silver Stream - New Windsor NY,New York,,en
Smithtown - NY,New York,,en
Somers - NY,New York,,en
Soundview - New York NY,New York,,en
South - Albany NY,New York,,en
South - Binghamton NY,New York,,en
South - Fairport NY,New York,,en
South - Mount Vernon NY,New York,,en
South - Newburgh NY,New York,,en
South - Oneonta NY,New York,,en
South - Peekskill NY,New York,,en
South - Poughkeepsie NY,New York,,en
South - Riverhead NY,New York,,en
South - Rome NY,New York,,en
South - Schenectady NY,New York,,en
South - Syracuse NY,New York,,en
South - Troy NY,New York,,en
South - Yonkers NY,New York,,en
